Block,Question,Small - Medium,Medium - Large,Small - Large
CC,2,0.08390162275588783,0.6941102858630492,0.17992880513060883
CE,3,0.6983523535152196,0.3450045881203333,0.1933800103830794
CE,4,0.9498828159352102,0.937231535857697,0.8895028801166613
all,small - large,0.25535845002180557,0.7237273692180682,0.14145801939380334
